regnum,dq,t,year,month,quarter,Name,Total_assets,Net_worth,Net_income,Loans_wins,Admin_expenses,Rel_Admin_expenses,Securities_wins,Cash,Liabilities,NIE_wins,NII_wins,II_Loans_wins,IE_Deposits_wins,Leverage,Deposits_wins,Pure_deposits,Sales,Safe_funds,Safe_funds_income,Safe_rev,PoL_wins,CoF_wins,ruo,key_rate,NIE_TA,NII_TA,Loans_TA,Deposits_TA,Securities_TA,II_Loans_TA,IE_Deposits_TA,Sales_TA,CPI_year,CPI_FRED,CPI,ruo_q,GDP_growth,m_L_wins_break,m_D_wins_break,m_L_wins_trend,m_D_wins_trend
1,2020q2,11,2020,6,2020q2,Акционерное общество «ЮниКредит Банк»,1308257335.771158,198008857.0206812,-2348722.959341703,1031843098.701038,7779774.115057898,.0059466695904075,72218675.83270352,91757153.19736864,1110248478.750477,8472395.986332733,6496253.527218529,14628335.27073256,8468532.588556951,.1513531410117903,1080355932.257694,960147186.614745,18281619.11414937,54488034.86616911,1348264.212338429,.0247442253267157,.0141768988804091,.0078386505185006,5.398368285881006,5.548373761092606,.0064760928562565,.0049655777572149,.7887156987297256,.8257977255070185,.0552021944445157,.0111815427062825,.0064731397692222,.0139740237752026,3.374910257449599,3.38165937237877,3.109999999999999,.013231007,-2.65365446124276,1.8230202,-.17484812,.087816454,.046511963
1,2020q3,12,2020,9,2020q3,Акционерное общество «ЮниКредит Банк»,1209111225.546405,194519636.7398675,4693789.390159105,899825681.451019,6856813.313231357,.0056709533154261,83842363.07699822,102042209.4421359,1014591588.806538,7381532.053408098,5534844.351292403,12799251.35601343,5148897.093305315,.1608781993169924,985203891.4276401,891740545.684484,16420151.7612796,60903044.51541032,1637416.615725089,.0268856282761164,.0142241454315617,.0052262248841142,4.152117609443318,4.315326801193509,.006104923928791,.0045776138988298,.7442042240939266,.8148165947118886,.0693421426462312,.0105856691142946,.0042584147632725,.0135803484529384,3.374910257449599,3.38165937237877,3.540000000000006,.010222474,-2.65365446124276,3.146734,-.14123766,.36548936,.089369468
1,2020q4,13,2020,12,2020q4,Акционерное общество «ЮниКредит Банк»,1155356639.299887,195308298.9443565,2933838.788126285,858285320.1622313,20928847.2321113,.0181146206463085,103382693.8856997,74847575.13545454,960048340.3555303,21512911.794989,16186359.76469078,5686910.562333195,4444984.540802368,.1690458965663691,931760633.6167045,843310869.8351691,14982005.04876703,38044479.65300038,1644082.83157419,.043214754060765,.0066258975060394,.0047705219349618,4.133489246078637,4.249999999999998,.018620148154448,.0140098383599537,.7428747894523094,.8064701425711499,.0894811959953306,.0049222122147316,.0038472835050274,.0129674288779313,3.374910257449599,3.38165937237877,4.439999999999998,.0101773,-2.65365446124276,-2.0790479,-.49183315,-.45650575,-.36588651
1,2021q1,14,2021,3,2021q1,Акционерное общество «ЮниКредит Банк»,1117184302.766744,192503912.5128629,4065846.656455324,841964970.5145918,10968784.58531125,.0098182408740856,95920327.78780212,74876742.95912762,924680390.2538807,11478294.744253,8775156.701644657,9469118.355986588,4151002.59465947,.1723116875488857,899650814.7474132,828093410.5555586,14530176.0532845,37846721.63592698,1522415.340087725,.0402258180968185,.0112464516786242,.0046140152674957,4.154468112966025,4.282752779151622,.0102743072166577,.0078547081980231,.7536491234520909,.8052841527753283,.0858590006592934,.0084758784495414,.0037155933755777,.0130060689335681,6.677365042183496,6.69445891957637,5.549999999999997,.010228174,5.988048022845205,10.10321,-.22277576,.011960324,-.065804847
1,2021q2,15,2021,6,2021q2,Акционерное общество «ЮниКредит Банк»,1101122668.593507,184634222.3145084,5433572.507492555,845831483.092532,11502611.50657214,.0104462580188861,99755298.6444283,63438121.65181098,916488446.278999,12114364.36783175,8090077.71469377,11591875.64166506,5237103.037572224,.167678159373784,891899763.6769778,782893839.0360777,16706210.68692294,35619387.22426583,1566214.943914918,.0439708559289288,.0137047105403109,.005871851581148,4.771661670933547,4.959776863437226,.0110018299626015,.0073471175786685,.7681537282062632,.8099912835472044,.0905941740095573,.0105273244955275,.0047561485990128,.0151719796199112,6.677365042183496,6.69445891957637,6.019999999999996,.011721451,5.988048022845205,1.5549867,-.088556975,.065965869,-.056448452
1,2021q3,16,2021,9,2021q3,Акционерное общество «ЮниКредит Банк»,1042029820.426711,187128368.7150789,5661820.320388,760421227.773406,8359221.538010277,.0080220559662939,92955357.29749356,104052488.4522246,854901451.7116323,8979063.218661798,6086555.86551053,10624375.43999822,5489698.21208187,.1795806272016763,831257227.0735691,720114480.8301433,14971000.80256277,63919415.56626213,1581713.520247045,.0247454315130175,.0139716975959594,.0066040908076171,6.208577617283595,6.29437426383741,.0086168966018505,.0058410572770538,.7297499676756023,.7977288276962836,.0892060433159469,.0101958458690247,.0052682736179602,.0143671519846065,6.677365042183496,6.69445891957637,6.849999999999994,.015172625,5.988048022845205,.46403888,.18738084,-.12628151,.27990964
101,2020q3,12,2020,9,2020q3,Акционерное общество «БКС Банк»,64919817.81640702,6383024.972280194,286695.3864714033,37460961.85198832,607019.3454899471,.0093502934220579,12010381.24187572,13986779.92483073,58536792.84412683,713606.8526722024,458023.9337379808,498499.7003630818,110450.8818877326,.0983216710547673,57684164.88136821,57328712.78005447,1075974.638028357,6592223.963971375,57089.08892402188,.0086600651367478,.0133071783456255,.0019147522047842,4.152117609443318,4.315326801193509,.0109921265443209,.0070552251861407,.5770343034222273,.8885447744862562,.1850033109433706,.0076786983871834,.001701343065997,.016573901070875,3.374910257449599,3.38165937237877,3.540000000000006,.010222474,-2.65365446124276,-.073233113,.88927227,.66591305,.61366707
212,2017q4,1,2017,12,2017q4,Прио-Внешторгбанк (публичное акционерное общество),14270438,1390094,21905,10795227,212904,.0149192337334005,671883,1992006,12880344,219268,123312,351837,139816,.0974107452062789,12610823,12331612,463895,758237,82420,.108699522708599,.0325919038108231,.0110869845687312,7.938469967958506,8.2497289405987,.01536519061293,.0086410802527575,.7564748187827172,.8837025885260144,.0470821568335884,.0246549545290761,.0097975969623357,.0325074114753871,3.686993952164698,3.68332944412253,2.569999999999993,.019281318,1.826705251293492,1.6863102,-.054555561,3.0735557,-.12653501
212,2018q1,2,2018,3,2018q1,Прио-Внешторгбанк (публичное акционерное общество),14167553.02279484,1419042.616451932,46047.57185332011,10643619.42517344,171777.9980178394,.0121247471416876,909808.7215064419,1826239.841427155,12748510.40634291,176644.2021803766,100851.3379583746,307442.0218037661,134451.9326065411,.1001614473698293,12471642.22001982,12154452.92368682,402881.0703666997,591878.0971258671,82630.32705649157,.1396070026205407,.0288851009720085,.0107806117457984,7.134349393911887,7.58470439501564,.0124682224161198,.007118472596934,.7512673083381739,.8802961386453687,.0642177742368501,.0217004320583172,.0094901308920613,.0284368845995131,2.862989207274794,2.87829723647867,2.239999999999995,.01737763,2.806340848208899,1.4255099,-.041346334,2.1283777,-.070275679
212,2018q2,3,2018,6,2018q2,Прио-Внешторгбанк (публичное акционерное общество),14683139.69053896,1388825.525740334,20039.31762367468,11026536.94426787,209941.1255557297,.0142981085776228,913733.650264579,1953703.037201109,13294314.16479862,217300.1859182654,110906.6491817066,316343.4884574354,138158.9051004839,.0945864137378751,12987492.14716473,12533715.4605189,429049.6946441064,407238.2791959246,81166.39537650165,.1993093466968807,.0286892874940111,.0106378432059838,6.984828947426447,7.250000000000001,.0147992997749849,.0075533333823126,.7509658817298313,.8845173730474815,.0622301271745947,.0215446760791407,.0094093571274478,.0292205688760534,2.862989207274794,2.87829723647867,2.370000000000005,.017022472,2.806340848208899,1.5690581,-.09564361,2.5386596,-.16202435
212,2018q3,4,2018,9,2018q3,Прио-Внешторгбанк (публичное акционерное общество),14762207.08478259,1504954.030247996,127015.201936341,11516407.25527294,194083.0037922476,.01314728906576,974040.4107370522,1487559.739111058,13257253.0545346,202348.6246015721,113034.18893938,310073.161656728,136973.8398390409,.1019464109671891,12903214.96335823,12455793.35750559,423908.128221308,281268.5191094364,88491.27907541292,.3146149428865965,.0269244700003777,.0106154815081366,7.079323134017357,7.288423662270072,.0137072067502806,.007656997919769,.7801277403257989,.8740708546663951,.0659820313549949,.0210045259408644,.0092786829945123,.0287157689759201,2.862989207274794,2.87829723647867,2.980000000000004,.017246969,2.806340848208899,1.2992903,-.074123107,1.979149,-.099434748
212,2018q4,5,2018,12,2018q4,Прио-Внешторгбанк (публичное акционерное общество),14765885.51223573,1434247.86513434,-50783.25406236556,11193167.9208477,271483.5736829496,.0183858647324595,901127.187457165,1882869.698072724,13331637.64710139,284054.4772022454,141129.5232134873,306377.506058535,131235.8813488983,.0971325332263922,12998995.82875817,12552677.73085744,424625.6358850854,435069.9407005885,96680.81848156787,.2222190260395461,.0273718314801563,.0100958476391353,7.321223748417882,7.53902423028483,.019237212490024,.0095578096617735,.7580424426000389,.8803397410867483,.0610276428535523,.0207490099936543,.0088877758966877,.0287572076549842,2.862989207274794,2.87829723647867,3.870000000000005,.017820993,2.806340848208899,1.6274117,-.13897134,3.1869788,-.21784404
212,2019q1,6,2019,3,2019q1,Прио-Внешторгбанк (публичное акционерное общество),14155017.58225643,2013230.002399863,585872.1922525644,11361574.72445288,252063.867526504,.0178073863957944,492328.2347741941,1445084.865123249,12141787.57985657,256732.2056430441,99972.93674203263,294203.3241896151,126234.5771500996,.1422273049609972,11950248.10808085,11752816.89764845,1505561.134227657,421919.5543821538,0,0,.0258945904352869,.0105633436233628,7.573094411210013,7.74999999999999,.018137187336656,.0070627207745295,.8026535225710223,.844241134893446,.0347811814371277,.0207843842284169,.0089180092088573,.1063623641213208,4.467793788947205,4.47036660760193,5.159999999999997,.018417645,2.198075696208202,1.2157321,-.12112674,2.3429601,-.26949212
212,2019q2,7,2019,6,2019q2,Прио-Внешторгбанк (публичное акционерное общество),13980923.70850758,2092425.732530128,148883.6392162162,11058559.12967318,242194.6906957736,.0173232252564539,538567.1892894065,1581101.125209398,11888497.97597746,251880.6098978326,167173.6590983449,337681.5239868275,129503.3928961243,.1496629104167744,11762680.05291661,11742356.25158165,900135.602558395,467970.5899200787,0,0,.0305357614881974,.0110096842142717,7.618170305415228,7.708292995124966,.01801602062563,.0119572685313072,.7909748569004705,.8413378327612833,.0385215741476138,.0241530195734738,.0092628638562214,.064383128134134,4.467793788947205,4.47036660760193,4.989999999999995,.018524315,2.198075696208202,2.5339656,-.23725666,8.5051537,-.25054613
212,2019q3,8,2019,9,2019q3,Прио-Внешторгбанк (публичное акционерное общество),15155659.50919211,2157774.232946361,116766.3467252158,12265961.39185048,217508.684370032,.0143516475966031,477514.1642654656,1636270.324076787,12997885.27624575,228549.042807072,171624.7606223134,290660.3899471642,137915.8366114523,.1423741561122855,12875097.67926747,12731865.07774947,668746.9448502501,545695.2825036768,0,0,.0236965029206989,.010711828371876,7.056934150568295,7.264993658151586,.0150801119983234,.0113241367370533,.8093320771960476,.8495240785436327,.0315073167205853,.0191783399310914,.0090999561271355,.0441252288918635,4.467793788947205,4.47036660760193,4.290000000000006,.017193791,2.198075696208202,1.8467343,-.23361067,7.9853635,-.24821649
212,2019q4,9,2019,12,2019q4,Прио-Внешторгбанк (публичное акционерное общество),14782111.39616176,1438485.291088441,-652575.1161264996,11929468.25168449,426705.1373989655,.0288663186173635,471755.1550788341,1766808.43495913,13343626.10507332,444486.4960022218,161083.0625352048,220700.5029275715,140235.7598762991,.0973125727804994,13214836.90864462,13108912.91612335,770618.6161002945,713928.4355910539,0,0,.0185004476537676,.0106119932350102,6.466480056414547,6.599650321330652,.0300692156952379,.0108971619965623,.8070205894120125,.8939749237768504,.0319139223373278,.0149302421699296,.0094868558433886,.0521318366130287,4.467793788947205,4.47036660760193,3.439999999999998,.015788341,2.198075696208202,2.8191528,-.41095996,-9.5022631,-.55134022
212,2020q1,10,2020,3,2020q1,Прио-Внешторгбанк (публичное акционерное общество),15209023.43515129,1407160.479655053,29750.65414896591,11909783.74627528,179174.8054578451,.0117808224980267,588673.3076628054,1814797.265287898,13801862.95549623,192561.1273846843,131907.6346338168,255187.6899974481,144293.6175028756,.092521422276384,13375480.16562513,13333581.87986374,673725.1344521964,448762.9605667452,0,0,.0214267274229271,.0107879205618135,5.900333138298031,6.104095100195539,.0126609790698089,.0086729851654348,.7830735350666391,.879443721199847,.0387055296596004,.0167787031879808,.0094873690028896,.0442977247898162,3.374910257449599,3.38165937237877,2.420000000000002,.014435249,-2.65365446124276,1.7661023,-.25368068,5.313405,-.28664601
316,2017q4,1,2017,12,2017q4,Общество с ограниченной ответственностью «Хоум Кредит энд Финанс Банк»,292911489,49293056,3363997,215293886,6243703,.0213160058054261,51268490,14221268,243618433,7071366,4534315,13550104,4415973.184969657,.1682865228956588,237394448,220919725,18154302,690160,179375,.2599035006375333,.0629377092482784,.0186018385104341,7.938469967958506,8.2497289405987,.0241416477863045,.0154801541430831,.7350134565735658,.8104647885628002,.1750306557623624,.0462600632233992,.0150761351152384,.0619787979706047,3.686993952164698,3.68332944412253,2.569999999999993,.019281318,1.826705251293492,1.1037786,.082406342,1.9005363,-.31245163
316,2018q1,2,2018,3,2018q1,Общество с ограниченной ответственностью «Хоум Кредит энд Финанс Банк»,293314001.9821605,50883204.16253716,1989539.147670961,218948588.7016848,6580154.60852329,.0224338236976614,49558849.35579781,11953736.37264618,242430797.8196234,7448058.473736372,3777300.297324083,13820004.95540139,4422041.525074346,.1734769012685317,235927364.7175421,223546174.4301288,17343444.00396432,759949.4549058473,79322.1010901883,.1043781274900918,.0631198631484718,.0187432328181537,7.134349393911887,7.58470439501564,.025392781876773,.0128780087953449,.7464648370758699,.8043508428618805,.1689617577779734,.0471167583613752,.0150761351152384,.0591292740433822,2.862989207274794,2.87829723647867,2.239999999999995,.01737763,2.806340848208899,1.2667048,-.12494413,2.0689414,-.40559661
316,2018q2,3,2018,6,2018q2,Общество с ограниченной ответственностью «Хоум Кредит энд Финанс Банк»,293406602.5991684,51521828.96970997,2782346.571338853,232723561.369405,6124326.931356167,.0208731735315541,33843182.97405284,15099351.2376343,241884773.6294584,6799531.507153999,4373164.770577567,14395590.09484597,4312426.044091206,.1755987374288762,234816677.6078425,223164234.1428626,18024688.54914909,5999860.350453675,94318.36213049505,.0157200929057229,.061857037637868,.0183650756327164,6.984828947426447,7.250000000000001,.0231744325005632,.0149047933203871,.793177656221103,.8003114978589375,.1153456761853687,.0490636201343847,.0146977811879119,.0614324571753866,2.862989207274794,2.87829723647867,2.370000000000005,.017022472,2.806340848208899,1.4528555,-.098221824,2.7667518,-.43123004
316,2018q3,4,2018,9,2018q3,Общество с ограниченной ответственностью «Хоум Кредит энд Финанс Банк»,293586413.3056916,53777350.09836857,3486307.502598576,239226564.1353756,5647058.514953867,.019234740638607,29714802.69870022,13083941.61908107,239809063.207323,6520020.940224756,4553466.772466268,14957042.21628356,4299034.520283491,.1831738379608659,231687941.4069182,220393676.4812644,18783800.861385,1664642.516089825,248784.9698782066,.1494524905338787,.0625224973252533,.0185552795461763,7.079323134017357,7.288423662270072,.022208183501448,.0155098007472337,.8148420815587444,.7891643853616526,.1012131398184296,.0509459618647604,.0146431657782719,.0639804841439536,2.862989207274794,2.87829723647867,2.980000000000004,.017246969,2.806340848208899,1.5507098,-.094726779,3.0362966,-.43275023
316,2018q4,5,2018,12,2018q4,Общество с ограниченной ответственностью «Хоум Кредит энд Финанс Банк»,315032058.0884254,56754286.90401611,3774812.819768465,249417960.5022631,6621124.149616051,.0210173027779845,38720524.84129413,15766485.3408277,258277771.1844093,7354499.378117455,4570401.40935357,15119058.77944984,4204984.555758824,.1801540047968258,250189598.1415758,232065608.2214911,19387249.23738046,1555590.10461865,170025.850371948,.1092999048188402,.060617361913328,.0168071917737337,7.321223748417882,7.53902423028483,.0233452411882893,.0145077343464224,.7917224742640468,.7941718682844362,.1229097923438185,.0479921277573793,.0133477988915609,.0615405598878407,2.862989207274794,2.87829723647867,3.870000000000005,.017820993,2.806340848208899,1.2796242,.039411355,2.3489349,-.36501595
316,2019q1,6,2019,3,2019q1,Общество с ограниченной ответственностью «Хоум Кредит энд Финанс Банк»,293184442.6658193,61240332.9514591,6470999.01934814,263904163.2179361,6719228.685490011,.0229180942358145,9817928.828603867,8979028.563314356,231944109.7143602,7186783.530590242,4039097.411919969,13606760.71523968,3860867.36928692,.208879885967424,228102107.0305977,208806614.8611034,23645829.08800973,1145940.812404075,0,0,.0515594773092041,.0169260486873496,7.573094411210013,7.74999999999999,.0245128406720474,.0137766430414722,.9001301734101296,.778015726061548,.0334872094144322,.0464102412512696,.0131687320588414,.0806517183279127,4.467793788947205,4.47036660760193,5.159999999999997,.018417645,2.198075696208202,1.2724291,-.15332671,3.647193,-.50768554
316,2019q2,7,2019,6,2019q2,Общество с ограниченной ответственностью «Хоум Кредит энд Финанс Банк»,288062679.6437179,60949549.96281666,2718549.221921326,247259268.9486847,5877969.386365611,.0204051749905111,18602028.3017953,11911917.75881662,227113129.6809012,6426015.099596384,5914465.346970128,13737654.67299291,3559920.031311596,.2115843330979229,223007290.2048874,206725263.7630779,19397946.85164296,1327254.931399419,0,0,.0555597156434365,.0159632450940995,7.618170305415228,7.708292995124966,.0223076974342675,.0205318695024474,.8583523185110278,.7741623818840664,.0645763218088601,.0476898107383571,.0123581438446472,.0673393265508561,4.467793788947205,4.47036660760193,4.989999999999995,.018524315,2.198075696208202,1.2946081,.14785308,3.6511436,-.40838352
316,2019q3,8,2019,9,2019q3,Общество с ограниченной ответственностью «Хоум Кредит энд Финанс Банк»,303694554.8191157,64453891.55029884,4901082.161468527,268668897.3085867,5762115.349097225,.0189733903939411,12804063.16210258,11515004.27288804,239240663.2688169,6369000.082684892,3693987.109768189,14628867.76130439,3736358.870808248,.2122326216506858,234133394.5755539,211281375.4189413,23391610.14357071,1464325.512495725,0,0,.0544494279309972,.0159582484061347,7.056934150568295,7.264993658151586,.0209717295935001,.0121634947059501,.8846681412138235,.7709502553149387,.0421609902414248,.0481696741978714,.0123030156830888,.0770234756349288,4.467793788947205,4.47036660760193,4.290000000000006,.017193791,2.198075696208202,1.5249593,-.11354449,3.5365148,-.46692401
316,2019q4,9,2019,12,2019q4,Общество с ограниченной ответственностью «Хоум Кредит энд Финанс Банк»,314256604.6433311,65572075.23892057,5203951.382179133,264072616.1731984,6742262.285262854,.0214546398886829,22954062.30060354,16173802.41360182,248684529.4044105,7471228.180526972,7632654.69581158,14568782.56200187,3717774.55876907,.2086577474269548,243949474.7941302,203084217.5818008,22884720.21434189,1399838.945267366,0,0,.0551696074099807,.0152399367201201,6.466480056414547,6.599650321330652,.0237742916779952,.0242879690769724,.8403088822044343,.7762747741483533,.0730424180795038,.0463595111343383,.0118303784354464,.0728217637313149,4.467793788947205,4.47036660760193,3.439999999999998,.015788341,2.198075696208202,1.3777866,.20075433,5.0966392,-.48790163
316,2020q1,10,2020,3,2020q1,Общество с ограниченной ответственностью «Хоум Кредит энд Финанс Банк»,311736696.8059049,61783192.12174366,1188886.865357411,254079616.1716675,6506551.255249888,.0208719452086227,25523425.59186291,18042215.55611626,249953504.6841613,7345890.020959881,4374662.153322669,13877148.82268934,3580587.119495776,.1981903085353195,244159054.0359574,197923799.6699759,20701318.31194842,1632256.093433217,0,0,.0546173244110748,.0146649778507434,5.900333138298031,6.104095100195539,.023564405782915,.0140331959571845,.8150455778065289,.7832220477654478,.081874947201851,.0445156087328711,.0114859339826942,.0664064209445241,3.374910257449599,3.38165937237877,2.420000000000002,.014435249,-2.65365446124276,1.5058143,-.1194132,3.4582703,-.49751666
316,2020q2,11,2020,6,2020q2,Общество с ограниченной ответственностью «Хоум Кредит энд Финанс Банк»,284768419.7892845,60486268.87616535,-171181.8641120729,232803475.4188439,5342800.966513836,.0187619152800274,29229392.09004968,10051714.76175636,224282150.9131191,6214239.080338532,3552441.369437763,11868429.54516027,3161765.235913382,.2124051147276879,218972779.5723875,178792250.3422861,18575603.38936329,999731.188744843,0,0,.0509804654926539,.0144390788758663,5.398368285881006,5.548373761092606,.0218220794459469,.0124748431447083,.8175185843679847,.7689503623134097,.1026426740425714,.0416774779799753,.0111029349330693,.0652305596354693,3.374910257449599,3.38165937237877,3.109999999999999,.013231007,-2.65365446124276,1.9477593,-.12186702,3.0373456,-.48990741
